353 2137
266 32 8631
241 107 7103
271 139 509
0 345 1768
118 181 18864
172 254 19168
9 317 3895
41 263 16994
230 69 10650
143 281 13784
200 302 2001
44 194 10052
268 230 15673
164 94 10096
111 175 867
42 57 19740
17 71 11506
140 339 1080
319 98 6373
95 134 1493
71 118 979
308 7 10007
80 331 7898
26 97 16248
287 256 13917
319 272 5413
86 111 17524
157 27 5494
78 331 10383
281 171 2417
327 171 6420
246 199 19186
168 318 5719
56 75 9280
279 161 5349
285 26 14060
279 46 7730
77 331 18240
175 173 13262
146 219 3048
189 215 310
97 254 3698
152 286 673
310 174 12542
274 312 19001
76 273 15181
287 207 14973
252 137 11289
16 228 11675
151 197 14749
249 42 18080
306 335 11565
6 23 18008
216 248 4248
46 152 6223
240 142 8345
342 350 3220
129 289 15752
227 350 11599
97 175 10815
68 167 17025
58 184 2975
11 240 2196
42 107 8477
278 11 472
327 339 7503
301 132 12490
293 4 12669
228 179 8577
274 34 19021
226 24 14627
217 21 5975
130 137 11820
98 204 16068
262 107 17132
214 193 2760
66 350 141
283 298 164
286 52 3672
315 113 11586
201 47 18035
172 20 7744
302 220 10994
183 339 2177
104 258 6537
334 348 15222
273 283 7410
129 44 4982
124 303 10005
20 206 9309
9 310 4900
80 172 4095
276 225 15432
323 154 5672
24 188 12186
89 92 17241
83 214 3780
227 300 17238
216 280 17698
345 285 8712
350 150 15718
73 238 6356
208 60 19876
47 164 6539
262 170 11199
289 259 7208
81 104 8480
290 261 14482
315 24 16679
296 104 19654
303 194 2983
123 32 15348
170 73 12099
336 321 16699
300 124 13852
129 61 18034
324 103 9381
74 57 17543
198 71 11076
335 159 16413
180 316 7689
136 309 16575
272 180 18401
235 165 6882
158 204 3020
190 321 5060
66 248 13877
250 295 15969
329 177 3868
104 332 18689
37 57 7038
118 149 13599
250 191 11689
145 257 9525
230 62 9961
80 295 16871
189 235 4125
158 212 1450
112 157 16410
329 135 18469
117 333 8910
152 319 9852
88 125 17050
45 308 7270
187 325 17591
339 123 3209
301 97 16780
290 164 6576
64 253 9706
257 25 273
119 122 13859
258 75 18809
90 278 5957
197 177 5747
92 334 75
128 17 4368
267 295 11961
210 87 4287
349 242 16595
98 210 5278
123 324 2864
15 182 6480
285 101 11904
340 98 16833
231 63 2912
78 338 8136
293 71 9310
209 233 1964
81 301 19469
192 292 10527
202 47 6725
166 100 12159
297 11 12255
350 218 16757
257 315 1503
272 42 14240
330 42 2776
44 38 8992
344 76 14568
80 191 8262
107 77 17200
198 56 5386
258 232 3536
42 206 9656
35 58 15987
328 305 14224
0 71 912
344 120 5446
218 288 6887
279 351 7271
249 103 13018
236 137 19155
306 218 4772
57 316 18166
138 312 17583
269 85 18104
1 1 10564
31 3 18278
238 77 5116
321 240 17944
209 209 15576
90 105 5173
247 78 12668
263 241 9819
70 58 13780
118 25 6004
79 114 18348
182 100 18993
164 129 17824
207 221 8310
114 233 3814
45 57 10365
226 285 14424
202 150 1449
60 1 15444
276 165 19127
42 237 14260
142 102 2749
102 309 18185
85 16 6395
308 160 9698
341 76 306
184 287 3334
308 52 10562
116 165 15896
209 302 7049
261 109 12485
40 140 5416
289 175 18311
70 329 2399
26 99 12392
0 119 10400
205 278 1599
339 311 15572
209 43 11200
73 152 4668
228 8 10358
338 188 16445
76 296 2900
254 62 12305
340 128 9374
160 103 8659
210 148 8669
328 92 11574
65 115 18019
34 128 214
287 176 10235
130 184 16519
285 275 16053
163 104 18783
165 350 13404
108 82 8445
156 213 15945
244 221 727
46 296 19840
100 15 2964
320 35 3750
109 238 10065
176 60 579
145 134 10556
190 315 17032
205 14 6775
53 176 13518
270 54 15122
304 55 12181
175 12 18728
276 26 3669
153 167 10547
206 19 6025
170 318 7184
279 15 8787
25 28 3567
126 158 6405
155 225 4059
127 239 15976
46 155 717
69 313 18446
44 239 18190
191 274 8607
326 263 5357
158 190 6572
246 56 19638
101 147 15260
244 46 8914
36 35 7384
125 285 7709
299 213 19300
196 121 19840
328 306 9126
11 63 15603
273 345 16333
13 319 2787
320 314 11200
299 84 3442
84 342 787
60 46 2704
114 20 19871
7 188 8111
13 306 10436
138 62 7161
305 143 7532
296 79 3539
126 298 10494
271 308 11698
347 156 3863
20 341 18823
68 334 16484
148 310 18698
28 334 17026
330 158 3664
126 35 18227
293 89 8420
189 17 6950
322 220 9147
82 120 18939
47 221 5476
329 134 18109
349 194 14640
3 60 9963
196 89 9082
21 323 1219
189 97 478
80 135 5604
240 301 7619
351 253 17986
87 318 7277
247 271 1364
39 52 256
244 190 6412
140 349 4446
284 336 1105
338 322 10130
247 79 12084
306 281 4967
229 87 9493
127 75 18611
157 158 1161
81 172 19126
175 148 8539
212 114 14339
106 320 11932
115 260 17327
264 202 5204
332 184 18978
198 60 19097
78 328 13579
264 78 6502
246 103 14326
187 89 500
204 153 615
54 165 4887
239 149 3114
246 209 8460
224 16 10870
43 282 4868
234 236 14319
278 299 9502
220 77 12120
252 260 17774
320 284 7835
320 144 18785
94 205 14926
349 117 2311
216 235 6070
264 138 10439
89 220 13735
157 12 4748
126 294 13547
260 219 3653
251 160 3463
23 249 8591
314 330 18610
268 104 17643
116 70 10887
189 279 3936
198 44 4316
36 166 8897
261 97 5306
178 274 13589
76 110 2209
284 81 8544
142 276 6468
5 162 17009
266 202 18090
148 120 2607
273 147 16652
69 280 7258
127 272 13918
347 175 13254
291 15 2846
193 87 1024
5 141 12670
119 148 13183
349 55 17234
316 78 7039
78 249 17860
116 233 17234
19 77 16356
59 11 3644
173 250 1300
104 24 15909
63 330 5356
337 343 15538
196 4 13019
83 204 6456
97 33 3550
164 133 2772
175 74 483
269 191 335
159 63 5637
47 275 11841
211 103 9237
113 17 10442
133 240 19011
79 350 7491
230 343 16952
19 99 16459
250 160 5225
136 320 15128
286 18 10134
97 179 17807
221 92 17353
243 161 2687
304 334 12026
341 55 7123
192 20 15937
74 112 420
266 16 6761
225 347 6276
260 270 618
301 43 5134
247 117 15118
82 318 6342
147 273 9094
190 291 14029
352 108 12451
207 32 18272
230 154 6566
316 244 13224
170 46 15895
105 36 19495
258 3 5652
12 260 15449
244 202 12412
208 18 456
58 349 14127
288 70 6936
1 245 3759
229 182 19848
26 338 13341
87 251 10151
172 77 3309
181 173 9097
224 112 8473
310 10 2599
48 68 19552
308 128 9630
0 307 9371
271 207 13893
329 254 10531
255 318 8757
146 213 8680
89 44 14091
86 173 11331
340 105 13754
168 243 16391
171 82 14801
258 48 16216
112 191 16540
162 126 17298
93 113 3871
190 206 15274
82 294 683
172 37 17079
335 203 8275
336 316 6425
18 17 5252
68 207 6858
284 70 6673
50 335 7578
22 171 16771
53 227 13290
209 57 17473
90 159 16072
111 161 14708
98 200 13228
229 339 19345
235 182 12364
319 120 8104
340 76 14007
252 261 1108
148 314 14836
298 67 7621
115 308 16475
214 323 8526
192 117 18865
55 279 10043
79 177 8981
22 176 8074
151 6 9730
97 239 9959
109 130 10182
84 83 12821
59 118 2686
252 141 9099
279 235 9885
8 246 6738
129 27 6437
126 95 9250
183 9 4287
319 239 6341
116 300 4565
159 80 11834
311 22 18466
263 166 7675
230 175 5925
110 31 18608
294 279 2879
246 195 18751
346 327 16807
175 127 10520
284 289 14765
314 35 1659
331 6 15379
191 296 6671
296 111 11063
117 1 3920
299 225 8304
94 68 5916
179 306 8474
207 267 8396
331 144 1948
158 309 19215
42 204 8102
153 135 13332
241 63 9382
93 93 15639
66 249 827
345 290 10817
244 99 13321
318 318 7824
71 164 9497
32 84 4925
162 346 2200
219 120 8318
215 202 7937
95 284 14841
319 171 7146
198 232 334
244 289 2747
155 260 9147
242 178 13636
349 252 18285
215 25 12974
10 22 8181
184 16 18119
131 259 2206
3 95 2898
214 33 11059
307 265 306
89 145 5920
206 81 6735
176 304 13742
53 294 8971
253 339 3003
100 294 9898
302 115 16659
200 201 16532
202 73 1921
12 161 4895
55 209 19332
130 96 10287
227 104 18722
46 138 9145
15 258 17563
140 215 15026
351 258 13471
49 84 8439
336 167 4579
163 112 13375
13 149 15851
338 177 6143
267 350 11637
220 234 8459
291 104 12357
319 57 8809
24 271 15743
337 343 16120
183 242 1325
301 115 15687
104 294 17580
264 34 2592
240 346 14482
141 300 13577
220 167 6589
279 150 743
313 53 13515
265 136 14475
225 6 9022
200 167 10662
252 45 8308
232 4 5260
208 193 14810
342 23 19445
179 168 2522
106 109 4180
268 178 14743
291 27 19071
337 93 6260
264 73 12296
190 251 18421
186 176 1410
105 226 10393
101 131 17272
67 96 6572
41 349 6699
171 306 18195
233 77 18091
341 233 3805
189 290 3115
103 74 3902
326 34 1383
53 121 2127
173 314 17972
90 316 2257
267 299 1576
240 46 13268
11 226 10380
17 87 17542
196 234 15029
312 15 2388
66 87 13897
77 303 18522
63 281 3869
202 150 15393
76 10 11361
147 142 19315
308 207 16236
284 269 13808
25 207 2155
45 92 15701
312 174 3636
251 131 10001
81 71 1042
191 15 8806
54 293 17233
271 53 12978
37 175 15099
30 144 16012
224 82 16343
195 153 1794
55 119 12845
10 0 5968
1 57 4192
90 169 9697
230 32 7244
12 59 18765
37 115 3145
130 198 2144
300 118 12661
2 181 2219
64 118 13119
33 32 5368
198 254 6796
295 41 1505
319 157 5685
250 205 15241
132 215 10173
301 203 7008
134 345 9221
239 13 14701
73 351 9030
177 336 15450
94 51 7053
327 145 3789
53 173 4068
226 337 4263
39 190 6375
204 249 16609
81 207 7570
80 281 7177
276 23 10615
190 67 11880
192 186 13325
210 82 500
71 284 2435
270 341 7052
341 128 19012
27 243 3315
231 310 2140
154 143 134
344 156 15147
351 338 10169
303 215 13464
176 322 4103
198 324 4245
195 128 10794
265 277 17462
223 292 17152
87 96 142
34 330 13259
248 282 18647
11 216 13666
66 149 7570
321 70 2545
129 266 10393
160 210 532
173 186 6705
58 40 17988
294 218 72
319 161 3978
323 325 19841
104 331 12352
126 135 9908
89 100 9131
20 36 11232
251 325 587
308 75 1997
302 143 15634
335 350 11839
316 176 2680
155 158 4392
337 144 4108
66 202 2253
168 245 12202
327 27 5850
74 88 8638
67 25 6659
100 71 6703
29 35 15856
222 16 2961
133 26 9059
228 311 16097
223 212 13550
296 228 16179
116 285 6245
11 265 14141
322 304 12636
117 80 19822
221 283 19751
271 92 17737
191 136 3184
218 348 6059
46 147 5028
279 225 15849
6 62 11683
140 196 15444
344 47 6253
40 281 7044
163 285 16501
233 231 6710
24 289 18717
195 249 10664
110 133 14763
144 322 3759
172 184 19231
342 315 3660
291 342 16119
17 161 3372
351 117 19463
253 153 13485
259 315 13146
156 244 9627
204 294 6476
305 293 5243
76 198 4672
322 278 17906
109 324 10874
47 222 5388
242 81 13429
134 243 17119
83 37 1864
183 181 11002
311 195 10141
302 229 5967
161 274 15356
61 341 16910
249 247 11529
85 276 12184
343 201 16570
127 144 16192
256 143 623
202 350 594
204 135 6821
51 227 10412
65 294 1054
327 35 18421
286 73 12630
314 119 11004
50 219 19459
260 228 6491
273 99 4722
159 51 283
154 100 16120
69 346 8785
239 269 10093
68 153 17605
297 278 5523
189 234 10817
104 278 11095
225 239 6109
182 33 6716
321 237 8027
227 154 10051
215 214 15959
135 44 11542
205 238 11349
82 22 9675
103 179 11118
266 94 1408
8 345 2988
274 128 11186
77 319 13337
36 310 19825
188 205 7205
239 1 16733
339 239 14102
349 263 15010
180 56 9117
221 85 10008
185 56 14617
56 211 9114
129 329 11
192 130 11597
60 211 3864
162 207 12648
198 1 18094
309 48 17803
97 217 1689
7 235 13707
71 292 2143
100 297 19000
146 28 1531
114 90 13796
198 172 6936
248 51 18466
198 230 10136
319 135 4434
323 219 13643
174 94 9001
146 179 4501
182 232 2630
345 155 19492
60 58 16088
347 285 12202
134 104 16430
52 110 14104
190 66 14557
126 289 10741
87 106 11195
14 135 2252
338 252 9513
191 156 8858
261 85 10161
253 36 2130
220 11 18092
313 248 1277
156 336 12974
4 226 13751
270 267 9010
164 180 4038
75 230 17496
330 128 19187
32 85 14215
167 318 12779
66 141 97
135 349 5718
199 132 16450
214 93 1953
75 244 19618
15 141 5564
24 244 11573
36 218 9443
148 148 916
265 133 694
352 80 3656
294 165 9705
247 284 3280
322 233 18244
227 68 6853
159 62 15732
239 101 11336
197 228 322
188 122 6833
141 200 3010
140 17 16920
238 3 13029
351 143 18242
286 324 10149
255 24 9448
42 191 15484
117 49 632
292 79 9374
154 179 10448
156 349 4958
42 31 16993
188 24 10398
87 104 10770
108 258 7942
310 291 2850
70 18 426
285 252 7237
267 118 18878
261 35 18140
289 320 18232
101 139 16299
45 293 1662
239 2 12963
221 286 14564
97 80 16179
156 173 19304
177 152 4215
50 257 6811
303 139 2645
246 249 3058
13 311 1339
205 333 357
276 133 2794
301 136 15298
257 166 12420
340 80 1762
60 122 12692
331 243 13782
223 10 13152
345 23 12241
195 131 16991
268 97 12009
21 221 15821
218 348 8434
160 66 4428
57 187 6072
199 167 19214
22 116 14010
45 78 17128
322 188 7614
30 248 11412
162 104 19550
295 240 3693
298 19 887
336 54 11350
282 122 2183
352 201 10981
151 77 19922
203 325 15915
338 212 16009
159 67 642
332 210 231
156 117 15853
344 85 7515
168 9 11488
349 338 8056
286 327 1460
164 218 1164
204 275 18293
148 206 16031
22 77 10764
290 112 16619
89 255 6028
293 207 15256
7 254 4611
124 70 11443
77 101 12161
352 206 19159
105 157 7981
279 352 3201
128 17 19507
157 195 1365
41 24 1471
344 65 10970
346 251 2469
231 8 15107
298 190 10309
227 317 18270
351 126 3516
238 230 15945
126 45 13692
248 136 14286
164 344 11821
307 311 17636
176 16 17047
269 155 12562
179 233 10987
50 139 8835
118 310 8088
32 111 13180
33 28 13484
327 285 8759
51 259 3063
161 290 15396
188 49 8467
145 1 1481
60 193 3115
165 53 195
4 324 1159
306 40 19707
243 351 5386
113 172 2856
170 191 11866
46 62 17560
107 326 1101
245 299 14537
169 48 13885
87 276 9121
54 89 8492
91 350 3341
302 193 12220
97 340 16061
174 146 4187
345 193 11525
175 295 18477
160 185 17532
197 272 11039
87 340 3449
309 116 11240
255 5 12368
228 261 18480
242 63 2259
116 326 5867
41 176 15174
19 308 6929
2 349 3456
97 156 18816
301 166 14743
28 345 9687
264 139 17608
270 4 5354
142 135 9952
50 169 2953
294 56 14618
203 295 13496
106 219 14946
120 322 7319
347 317 14397
246 81 17194
10 282 7365
44 99 5208
148 109 7557
15 23 13678
224 29 10074
184 310 6506
261 352 6847
241 39 9798
226 96 10059
284 139 5219
304 32 2703
46 232 13128
137 81 5424
187 154 6928
18 146 18907
34 78 13583
106 329 4795
88 255 7877
179 154 12560
38 341 9614
185 173 11088
181 270 1087
186 152 1712
159 123 15832
285 78 18392
318 200 12439
309 208 15716
109 313 11362
141 139 15770
1 188 13852
247 202 3682
241 257 19004
293 65 868
328 2 3460
255 178 5003
72 117 17211
37 272 9782
168 328 14880
299 274 11651
70 331 7105
131 327 4971
165 263 14976
19 165 9308
1 170 11975
222 77 15279
148 116 17524
162 352 16534
256 187 4735
73 67 18378
103 273 4196
256 291 11685
285 244 4958
177 41 1852
122 305 2954
320 12 16445
127 178 10647
129 218 13962
272 124 19146
192 344 16868
220 277 9023
301 235 9056
93 289 1174
134 279 8028
338 37 3649
229 156 18430
127 249 7658
296 36 9187
239 292 8355
223 233 2656
236 77 18275
74 307 13574
343 219 2947
251 142 8004
17 43 7624
266 2 16401
334 32 2973
291 302 15377
343 291 1763
328 164 3636
236 175 10426
104 266 4732
42 302 15823
190 215 12938
132 304 16049
201 345 9713
130 351 6386
17 29 882
131 248 14228
341 153 18710
315 270 15961
35 201 2838
84 185 1106
317 207 3988
295 209 5743
34 7 1885
327 53 19567
95 172 11584
237 59 15344
184 197 9696
200 202 13776
267 175 8401
97 59 7657
273 36 13757
303 225 6656
329 205 14471
68 314 8620
222 202 4464
63 279 7013
163 319 12764
198 198 15343
260 68 3039
74 306 3387
231 60 1994
240 44 2550
146 138 10321
301 231 4457
169 308 7259
176 64 17859
239 239 16493
137 205 489
149 259 18460
27 52 12102
238 179 12790
229 192 14766
157 15 4287
23 38 14764
316 178 12411
302 239 10214
23 4 7514
55 73 810
279 208 2378
15 229 1038
261 2 8115
279 266 13579
299 339 6094
244 47 627
276 352 5606
341 110 14411
175 227 4990
130 311 11521
21 253 5399
42 182 18288
120 280 5939
316 253 6506
244 271 534
306 294 14796
339 120 13690
38 285 19868
312 214 10418
182 298 14376
6 139 6412
77 289 18186
91 339 6352
321 339 13049
235 43 822
139 257 3912
9 209 13372
284 137 11367
123 154 13787
245 54 3436
143 82 1488
257 267 11666
159 26 8640
118 232 3385
101 222 17765
219 86 15145
58 52 12782
8 246 7453
148 250 16868
172 227 15961
23 40 15554
179 241 14280
290 95 1641
200 136 7487
70 217 12357
91 171 15177
326 347 14819
301 151 16058
122 7 9996
168 203 6787
156 30 14630
29 67 12653
173 351 15169
14 76 11723
163 58 19492
185 246 19443
30 62 3703
320 343 16557
186 108 788
264 69 3515
112 132 9625
24 158 4706
313 173 6871
164 14 1037
247 316 11068
314 281 13871
339 210 5721
114 116 16113
219 27 12381
51 36 9112
310 47 18152
11 86 5579
246 215 13916
15 247 3116
264 93 3411
315 13 12037
226 21 10905
239 120 15104
331 117 1479
347 340 16690
248 52 16754
59 343 18542
51 55 8081
348 317 8682
350 324 6890
195 44 18788
272 51 8530
302 105 16097
319 248 3438
289 325 4636
32 62 15661
131 25 12540
148 315 242
150 232 1834
82 350 1713
69 9 6837
229 81 12154
206 31 5418
173 188 19063
284 23 15089
71 95 14257
296 137 4778
27 128 1046
314 345 8467
43 118 5878
40 309 19225
335 206 13540
256 297 1889
311 128 6174
111 236 2810
183 207 13301
341 336 3409
228 105 18000
270 141 7411
0 89 4213
289 207 2097
251 348 11198
214 171 7503
178 4 234
69 228 8870
311 311 6678
141 123 275
345 210 18552
319 253 14292
315 123 17194
339 68 19883
9 185 9671
219 81 7742
226 303 616
268 289 9157
288 61 4426
319 258 16878
101 344 16839
318 75 15356
298 130 17875
286 111 6068
243 90 12347
333 3 7163
317 117 14862
253 234 1295
101 337 10854
233 132 1331
130 344 19836
8 144 2104
101 159 4114
47 37 9312
56 178 8449
172 254 14669
289 171 19902
97 269 13157
221 215 1519
245 202 12160
158 242 7051
337 164 4732
16 105 8905
98 143 19586
290 164 1365
100 46 11074
221 94 16217
328 177 7690
198 271 8628
202 164 5
312 72 7913
113 87 13266
323 92 10803
55 137 7321
104 264 14497
35 334 9572
141 95 5867
21 297 6060
161 312 13381
55 149 13901
61 344 3276
189 102 14933
284 82 14267
309 252 3326
338 107 7052
235 253 1909
94 68 19077
321 246 13790
123 80 5702
238 269 1751
38 311 525
197 215 12964
289 17 17174
206 153 17569
90 242 15764
28 285 7739
105 42 16319
313 133 4702
331 192 1776
47 316 16841
321 125 18451
67 329 6783
156 315 8898
276 247 12580
331 340 3895
344 144 6392
212 179 9512
216 99 3777
185 228 54
49 198 2475
126 334 15645
268 272 2230
96 233 6817
321 53 6951
86 179 17267
311 43 17946
66 59 18792
22 273 313
233 169 19374
42 9 19809
234 39 11513
289 28 2647
15 88 13849
167 200 18341
298 300 1739
42 212 18714
91 16 10345
48 192 3316
287 189 3402
309 191 15905
178 227 17387
167 86 2559
34 241 14521
144 93 10856
194 178 713
347 158 4285
25 72 6549
320 102 16428
299 289 1571
269 25 18066
129 148 7123
44 335 5669
261 72 4848
294 315 11549
320 26 13492
190 76 1858
307 330 10596
216 66 9422
253 207 6653
124 348 19123
65 199 5356
283 270 10289
126 64 1328
282 85 12791
107 119 5084
